RecordNo,Województwo,Area,Company,Recommendation,Score,Wiek,Wykształcenie,Funkcja,detrac,neutral,promotor,total
2549,wielkopolskie,Więcej niż 250 Ha,Porzeczki,1,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2549,wielkopolskie,Więcej niż 250 Ha,Maliny,5,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2549,wielkopolskie,Więcej niż 250 Ha,Aronia,8,Neutral,50+,Średnie ogólne,Dyrektor / wicedyrektor,0,1,0,1
2549,wielkopolskie,Więcej niż 250 Ha,Jagody,2,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2563,zachodniopomorskie),50-100 Ha,Jablka,1,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2563,zachodniopomorskie),50-100 Ha,Truskawki,8,Neutral,40-49,Wyższe rolnicze,Agronom – ekspert,0,1,0,1
2563,zachodniopomorskie),50-100 Ha,Sliwki,3,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2563,zachodniopomorskie),50-100 Ha,Gruszki,5,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2563,zachodniopomorskie),50-100 Ha,Wisnie,NA,NA,40-49,Wyższe rolnicze,Agronom – ekspert,NA,NA,NA,1
2563,zachodniopomorskie),50-100 Ha,Borowki,9,Promotor,40-49,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2563,zachodniopomorskie),50-100 Ha,Porzeczki,9,Promotor,40-49,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2563,zachodniopomorskie),50-100 Ha,Maliny,4,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2563,zachodniopomorskie),50-100 Ha,Aronia,NA,NA,40-49,Wyższe rolnicze,Agronom – ekspert,NA,NA,NA,1
2563,zachodniopomorskie),50-100 Ha,Jagody,1,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2568,zachodniopomorskie),100-250 Ha,Jablka,9,Promotor,50+,Średnie techniczne,???,0,0,1,1
2568,zachodniopomorskie),100-250 Ha,Truskawki,7,Neutral,50+,Średnie techniczne,???,0,1,0,1
2568,zachodniopomorskie),100-250 Ha,Sliwki,8,Neutral,50+,Średnie techniczne,???,0,1,0,1
2568,zachodniopomorskie),100-250 Ha,Gruszki,10,Promotor,50+,Średnie techniczne,???,0,0,1,1
2568,zachodniopomorskie),100-250 Ha,Wisnie,1,Detractor,50+,Średnie techniczne,???,1,0,0,1
2568,zachodniopomorskie),100-250 Ha,Borowki,1,Detractor,50+,Średnie techniczne,???,1,0,0,1
2568,zachodniopomorskie),100-250 Ha,Porzeczki,8,Neutral,50+,Średnie techniczne,???,0,1,0,1
2568,zachodniopomorskie),100-250 Ha,Maliny,10,Promotor,50+,Średnie techniczne,???,0,0,1,1
2568,zachodniopomorskie),100-250 Ha,Aronia,7,Neutral,50+,Średnie techniczne,???,0,1,0,1
2568,zachodniopomorskie),100-250 Ha,Jagody,7,Neutral,50+,Średnie techniczne,???,0,1,0,1
2571,dolnośląskie,Więcej niż 250 Ha,Jablka,10,Promotor,50+,Wyższe,Agronom – ekspert,0,0,1,1
2571,dolnośląskie,Więcej niż 250 Ha,Truskawki,4,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2571,dolnośląskie,Więcej niż 250 Ha,Sliwki,3,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2571,dolnośląskie,Więcej niż 250 Ha,Gruszki,2,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2571,dolnośląskie,Więcej niż 250 Ha,Wisnie,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2571,dolnośląskie,Więcej niż 250 Ha,Borowki,10,Promotor,50+,Wyższe,Agronom – ekspert,0,0,1,1
2571,dolnośląskie,Więcej niż 250 Ha,Porzeczki,7,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2571,dolnośląskie,Więcej niż 250 Ha,Maliny,10,Promotor,50+,Wyższe,Agronom – ekspert,0,0,1,1
2571,dolnośląskie,Więcej niż 250 Ha,Aronia,3,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2571,dolnośląskie,Więcej niż 250 Ha,Jagody,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2574,dolnośląskie,100-250 Ha,Jablka,NA,NA,50+,Średnie techniczne,Dyrektor / wicedyrektor,NA,NA,NA,1
2574,dolnośląskie,100-250 Ha,Truskawki,3,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2574,dolnośląskie,100-250 Ha,Sliwki,2,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2574,dolnośląskie,100-250 Ha,Gruszki,1,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2574,dolnośląskie,100-250 Ha,Wisnie,2,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2574,dolnośląskie,100-250 Ha,Borowki,NA,NA,50+,Średnie techniczne,Dyrektor / wicedyrektor,NA,NA,NA,1
2574,dolnośląskie,100-250 Ha,Porzeczki,7,Neutral,50+,Średnie techniczne,Dyrektor / wicedyrektor,0,1,0,1
2574,dolnośląskie,100-250 Ha,Maliny,3,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2574,dolnośląskie,100-250 Ha,Aronia,10,Promotor,50+,Średnie techniczne,Dyrektor / wicedyrektor,0,0,1,1
2574,dolnośląskie,100-250 Ha,Jagody,8,Neutral,50+,Średnie techniczne,Dyrektor / wicedyrektor,0,1,0,1
2603,dolnośląskie,Więcej niż 250 Ha,Jablka,NA,NA,40-49,Średnie ogólne,Główny agronom,NA,NA,NA,1
2603,dolnośląskie,Więcej niż 250 Ha,Truskawki,NA,NA,40-49,Średnie ogólne,Główny agronom,NA,NA,NA,1
2603,dolnośląskie,Więcej niż 250 Ha,Sliwki,1,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
2603,dolnośląskie,Więcej niż 250 Ha,Gruszki,8,Neutral,40-49,Średnie ogólne,Główny agronom,0,1,0,1
2603,dolnośląskie,Więcej niż 250 Ha,Wisnie,2,Detractor,40-49,Średnie ogólne,Główny agronom,1,0,0,1
2603,dolnośląskie,Więcej niż 250 Ha,Borowki,10,Promotor,40-49,Średnie ogólne,Główny agronom,0,0,1,1
2603,dolnośląskie,Więcej niż 250 Ha,Porzeczki,7,Neutral,40-49,Średnie ogólne,Główny agronom,0,1,0,1
2603,dolnośląskie,Więcej niż 250 Ha,Maliny,10,Promotor,40-49,Średnie ogólne,Główny agronom,0,0,1,1
2603,dolnośląskie,Więcej niż 250 Ha,Aronia,8,Neutral,40-49,Średnie ogólne,Główny agronom,0,1,0,1
2603,dolnośląskie,Więcej niż 250 Ha,Jagody,9,Promotor,40-49,Średnie ogólne,Główny agronom,0,0,1,1
2613,dolnośląskie,25-50 Ha,Jablka,6,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2613,dolnośląskie,25-50 Ha,Truskawki,1,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2613,dolnośląskie,25-50 Ha,Sliwki,2,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2613,dolnośląskie,25-50 Ha,Gruszki,9,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2613,dolnośląskie,25-50 Ha,Wisnie,4,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2613,dolnośląskie,25-50 Ha,Borowki,3,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2613,dolnośląskie,25-50 Ha,Porzeczki,4,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2613,dolnośląskie,25-50 Ha,Maliny,7,Neutral,50+,Wyższe,Dyrektor / wicedyrektor,0,1,0,1
2613,dolnośląskie,25-50 Ha,Aronia,4,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2613,dolnośląskie,25-50 Ha,Jagody,1,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2628,kujawsko-pomorskie,5-25 Ha,Jablka,9,Promotor,30-39,Wyższe,Agronom – ekspert,0,0,1,1
2628,kujawsko-pomorskie,5-25 Ha,Truskawki,4,Detractor,30-39,Wyższe,Agronom – ekspert,1,0,0,1
2628,kujawsko-pomorskie,5-25 Ha,Sliwki,6,Detractor,30-39,Wyższe,Agronom – ekspert,1,0,0,1
2628,kujawsko-pomorskie,5-25 Ha,Gruszki,6,Detractor,30-39,Wyższe,Agronom – ekspert,1,0,0,1
2628,kujawsko-pomorskie,5-25 Ha,Wisnie,NA,NA,30-39,Wyższe,Agronom – ekspert,NA,NA,NA,1
2628,kujawsko-pomorskie,5-25 Ha,Borowki,1,Detractor,30-39,Wyższe,Agronom – ekspert,1,0,0,1
2628,kujawsko-pomorskie,5-25 Ha,Porzeczki,1,Detractor,30-39,Wyższe,Agronom – ekspert,1,0,0,1
2628,kujawsko-pomorskie,5-25 Ha,Maliny,5,Detractor,30-39,Wyższe,Agronom – ekspert,1,0,0,1
2628,kujawsko-pomorskie,5-25 Ha,Aronia,8,Neutral,30-39,Wyższe,Agronom – ekspert,0,1,0,1
2628,kujawsko-pomorskie,5-25 Ha,Jagody,7,Neutral,30-39,Wyższe,Agronom – ekspert,0,1,0,1
2631,kujawsko-pomorskie,NA,Jablka,2,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2631,kujawsko-pomorskie,NA,Truskawki,9,Promotor,50+,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2631,kujawsko-pomorskie,NA,Sliwki,6,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2631,kujawsko-pomorskie,NA,Gruszki,10,Promotor,50+,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2631,kujawsko-pomorskie,NA,Wisnie,4,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2631,kujawsko-pomorskie,NA,Borowki,10,Promotor,50+,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2631,kujawsko-pomorskie,NA,Porzeczki,8,Neutral,50+,Wyższe rolnicze,Agronom – ekspert,0,1,0,1
2631,kujawsko-pomorskie,NA,Maliny,1,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2631,kujawsko-pomorskie,NA,Aronia,4,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2631,kujawsko-pomorskie,NA,Jagody,NA,NA,50+,Wyższe rolnicze,Agronom – ekspert,NA,NA,NA,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Jablka,4,Detractor,50+,Wyższe,???,1,0,0,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Truskawki,5,Detractor,50+,Wyższe,???,1,0,0,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Sliwki,3,Detractor,50+,Wyższe,???,1,0,0,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Gruszki,7,Neutral,50+,Wyższe,???,0,1,0,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Wisnie,8,Neutral,50+,Wyższe,???,0,1,0,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Borowki,10,Promotor,50+,Wyższe,???,0,0,1,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Porzeczki,4,Detractor,50+,Wyższe,???,1,0,0,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Maliny,7,Neutral,50+,Wyższe,???,0,1,0,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Aronia,NA,NA,50+,Wyższe,???,NA,NA,NA,1
2634,kujawsko-pomorskie,Więcej niż 250 Ha,Jagody,NA,NA,50+,Wyższe,???,NA,NA,NA,1
2638,kujawsko-pomorskie,5-25 Ha,Jablka,NA,NA,50+,Wyższe,Agronom – ekspert,NA,NA,NA,1
2638,kujawsko-pomorskie,5-25 Ha,Truskawki,10,Promotor,50+,Wyższe,Agronom – ekspert,0,0,1,1
2638,kujawsko-pomorskie,5-25 Ha,Sliwki,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2638,kujawsko-pomorskie,5-25 Ha,Gruszki,5,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2638,kujawsko-pomorskie,5-25 Ha,Wisnie,4,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2638,kujawsko-pomorskie,5-25 Ha,Borowki,2,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2638,kujawsko-pomorskie,5-25 Ha,Porzeczki,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2638,kujawsko-pomorskie,5-25 Ha,Maliny,1,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2638,kujawsko-pomorskie,5-25 Ha,Aronia,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2638,kujawsko-pomorskie,5-25 Ha,Jagody,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Jablka,2,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Truskawki,2,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Sliwki,1,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Gruszki,6,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Wisnie,4,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Borowki,8,Neutral,30-39,Średnie ogólne,Dyrektor / wicedyrektor,0,1,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Porzeczki,NA,NA,30-39,Średnie ogólne,Dyrektor / wicedyrektor,NA,NA,NA,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Maliny,5,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Aronia,6,Detractor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2643,kujawsko-pomorskie,Więcej niż 250 Ha,Jagody,9,Promotor,30-39,Średnie ogólne,Dyrektor / wicedyrektor,0,0,1,1
2647,kujawsko-pomorskie,100-250 Ha,Jablka,1,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2647,kujawsko-pomorskie,100-250 Ha,Truskawki,6,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2647,kujawsko-pomorskie,100-250 Ha,Sliwki,4,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2647,kujawsko-pomorskie,100-250 Ha,Gruszki,NA,NA,50+,Średnie techniczne,Dyrektor / wicedyrektor,NA,NA,NA,1
2647,kujawsko-pomorskie,100-250 Ha,Wisnie,10,Promotor,50+,Średnie techniczne,Dyrektor / wicedyrektor,0,0,1,1
2647,kujawsko-pomorskie,100-250 Ha,Borowki,NA,NA,50+,Średnie techniczne,Dyrektor / wicedyrektor,NA,NA,NA,1
2647,kujawsko-pomorskie,100-250 Ha,Porzeczki,2,Detractor,50+,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2647,kujawsko-pomorskie,100-250 Ha,Maliny,NA,NA,50+,Średnie techniczne,Dyrektor / wicedyrektor,NA,NA,NA,1
2647,kujawsko-pomorskie,100-250 Ha,Aronia,8,Neutral,50+,Średnie techniczne,Dyrektor / wicedyrektor,0,1,0,1
2647,kujawsko-pomorskie,100-250 Ha,Jagody,9,Promotor,50+,Średnie techniczne,Dyrektor / wicedyrektor,0,0,1,1
2660,kujawsko-pomorskie,100-250 Ha,Jablka,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2660,kujawsko-pomorskie,100-250 Ha,Truskawki,4,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2660,kujawsko-pomorskie,100-250 Ha,Sliwki,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2660,kujawsko-pomorskie,100-250 Ha,Gruszki,3,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2660,kujawsko-pomorskie,100-250 Ha,Wisnie,7,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2660,kujawsko-pomorskie,100-250 Ha,Borowki,2,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2660,kujawsko-pomorskie,100-250 Ha,Porzeczki,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2660,kujawsko-pomorskie,100-250 Ha,Maliny,9,Promotor,50+,Wyższe,Agronom – ekspert,0,0,1,1
2660,kujawsko-pomorskie,100-250 Ha,Aronia,9,Promotor,50+,Wyższe,Agronom – ekspert,0,0,1,1
2660,kujawsko-pomorskie,100-250 Ha,Jagody,NA,NA,50+,Wyższe,Agronom – ekspert,NA,NA,NA,1
2670,kujawsko-pomorskie,50-100 Ha,Jablka,NA,NA,50+,Średnie ogólne,Główny agronom,NA,NA,NA,1
2670,kujawsko-pomorskie,50-100 Ha,Truskawki,6,Detractor,50+,Średnie ogólne,Główny agronom,1,0,0,1
2670,kujawsko-pomorskie,50-100 Ha,Sliwki,1,Detractor,50+,Średnie ogólne,Główny agronom,1,0,0,1
2670,kujawsko-pomorskie,50-100 Ha,Gruszki,6,Detractor,50+,Średnie ogólne,Główny agronom,1,0,0,1
2670,kujawsko-pomorskie,50-100 Ha,Wisnie,8,Neutral,50+,Średnie ogólne,Główny agronom,0,1,0,1
2670,kujawsko-pomorskie,50-100 Ha,Borowki,9,Promotor,50+,Średnie ogólne,Główny agronom,0,0,1,1
2670,kujawsko-pomorskie,50-100 Ha,Porzeczki,6,Detractor,50+,Średnie ogólne,Główny agronom,1,0,0,1
2670,kujawsko-pomorskie,50-100 Ha,Maliny,10,Promotor,50+,Średnie ogólne,Główny agronom,0,0,1,1
2670,kujawsko-pomorskie,50-100 Ha,Aronia,10,Promotor,50+,Średnie ogólne,Główny agronom,0,0,1,1
2670,kujawsko-pomorskie,50-100 Ha,Jagody,8,Neutral,50+,Średnie ogólne,Główny agronom,0,1,0,1
2674,kujawsko-pomorskie,NA,Jablka,10,Promotor,40-49,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2674,kujawsko-pomorskie,NA,Truskawki,5,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2674,kujawsko-pomorskie,NA,Sliwki,1,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2674,kujawsko-pomorskie,NA,Gruszki,2,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2674,kujawsko-pomorskie,NA,Wisnie,NA,NA,40-49,Wyższe rolnicze,Agronom – ekspert,NA,NA,NA,1
2674,kujawsko-pomorskie,NA,Borowki,7,Neutral,40-49,Wyższe rolnicze,Agronom – ekspert,0,1,0,1
2674,kujawsko-pomorskie,NA,Porzeczki,4,Detractor,40-49,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2674,kujawsko-pomorskie,NA,Maliny,7,Neutral,40-49,Wyższe rolnicze,Agronom – ekspert,0,1,0,1
2674,kujawsko-pomorskie,NA,Aronia,9,Promotor,40-49,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2674,kujawsko-pomorskie,NA,Jagody,9,Promotor,40-49,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2685,kujawsko-pomorskie,50-100 Ha,Jablka,1,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2685,kujawsko-pomorskie,50-100 Ha,Truskawki,5,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2685,kujawsko-pomorskie,50-100 Ha,Sliwki,5,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2685,kujawsko-pomorskie,50-100 Ha,Gruszki,2,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2685,kujawsko-pomorskie,50-100 Ha,Wisnie,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
2685,kujawsko-pomorskie,50-100 Ha,Borowki,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
2685,kujawsko-pomorskie,50-100 Ha,Porzeczki,2,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2685,kujawsko-pomorskie,50-100 Ha,Maliny,5,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2685,kujawsko-pomorskie,50-100 Ha,Aronia,1,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2685,kujawsko-pomorskie,50-100 Ha,Jagody,4,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2688,lubelskie,50-100 Ha,Jablka,4,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Truskawki,4,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Sliwki,NA,NA,30-39,Średnie ogólne,???,NA,NA,NA,1
2688,lubelskie,50-100 Ha,Gruszki,3,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Wisnie,3,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Borowki,6,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Porzeczki,4,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Maliny,6,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Aronia,2,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2688,lubelskie,50-100 Ha,Jagody,4,Detractor,30-39,Średnie ogólne,???,1,0,0,1
2703,lubelskie,Więcej niż 250 Ha,Jablka,4,Detractor,30-39,Wyższe,???,1,0,0,1
2703,lubelskie,Więcej niż 250 Ha,Truskawki,1,Detractor,30-39,Wyższe,???,1,0,0,1
2703,lubelskie,Więcej niż 250 Ha,Sliwki,NA,NA,30-39,Wyższe,???,NA,NA,NA,1
2703,lubelskie,Więcej niż 250 Ha,Gruszki,5,Detractor,30-39,Wyższe,???,1,0,0,1
2703,lubelskie,Więcej niż 250 Ha,Wisnie,4,Detractor,30-39,Wyższe,???,1,0,0,1
2703,lubelskie,Więcej niż 250 Ha,Borowki,10,Promotor,30-39,Wyższe,???,0,0,1,1
2703,lubelskie,Więcej niż 250 Ha,Porzeczki,4,Detractor,30-39,Wyższe,???,1,0,0,1
2703,lubelskie,Więcej niż 250 Ha,Maliny,8,Neutral,30-39,Wyższe,???,0,1,0,1
2703,lubelskie,Więcej niż 250 Ha,Aronia,5,Detractor,30-39,Wyższe,???,1,0,0,1
2703,lubelskie,Więcej niż 250 Ha,Jagody,9,Promotor,30-39,Wyższe,???,0,0,1,1
2707,lubelskie,Więcej niż 250 Ha,Jablka,2,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
2707,lubelskie,Więcej niż 250 Ha,Truskawki,2,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
2707,lubelskie,Więcej niż 250 Ha,Sliwki,9,Promotor,50+,Średnie ogólne,Agronom – ekspert,0,0,1,1
2707,lubelskie,Więcej niż 250 Ha,Gruszki,NA,NA,50+,Średnie ogólne,Agronom – ekspert,NA,NA,NA,1
2707,lubelskie,Więcej niż 250 Ha,Wisnie,NA,NA,50+,Średnie ogólne,Agronom – ekspert,NA,NA,NA,1
2707,lubelskie,Więcej niż 250 Ha,Borowki,5,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
2707,lubelskie,Więcej niż 250 Ha,Porzeczki,NA,NA,50+,Średnie ogólne,Agronom – ekspert,NA,NA,NA,1
2707,lubelskie,Więcej niż 250 Ha,Maliny,1,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
2707,lubelskie,Więcej niż 250 Ha,Aronia,4,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
2707,lubelskie,Więcej niż 250 Ha,Jagody,4,Detractor,50+,Średnie ogólne,Agronom – ekspert,1,0,0,1
2712,lubelskie,100-250 Ha,Jablka,3,Detractor,40-49,Średnie techniczne,Właściciel,1,0,0,1
2712,lubelskie,100-250 Ha,Truskawki,NA,NA,40-49,Średnie techniczne,Właściciel,NA,NA,NA,1
2712,lubelskie,100-250 Ha,Sliwki,10,Promotor,40-49,Średnie techniczne,Właściciel,0,0,1,1
2712,lubelskie,100-250 Ha,Gruszki,NA,NA,40-49,Średnie techniczne,Właściciel,NA,NA,NA,1
2712,lubelskie,100-250 Ha,Wisnie,1,Detractor,40-49,Średnie techniczne,Właściciel,1,0,0,1
2712,lubelskie,100-250 Ha,Borowki,5,Detractor,40-49,Średnie techniczne,Właściciel,1,0,0,1
2712,lubelskie,100-250 Ha,Porzeczki,5,Detractor,40-49,Średnie techniczne,Właściciel,1,0,0,1
2712,lubelskie,100-250 Ha,Maliny,4,Detractor,40-49,Średnie techniczne,Właściciel,1,0,0,1
2712,lubelskie,100-250 Ha,Aronia,3,Detractor,40-49,Średnie techniczne,Właściciel,1,0,0,1
2712,lubelskie,100-250 Ha,Jagody,5,Detractor,40-49,Średnie techniczne,Właściciel,1,0,0,1
2716,lubelskie,5-25 Ha,Jablka,1,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2716,lubelskie,5-25 Ha,Truskawki,6,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2716,lubelskie,5-25 Ha,Sliwki,7,Neutral,40-49,Średnie techniczne,Dyrektor / wicedyrektor,0,1,0,1
2716,lubelskie,5-25 Ha,Gruszki,7,Neutral,40-49,Średnie techniczne,Dyrektor / wicedyrektor,0,1,0,1
2716,lubelskie,5-25 Ha,Wisnie,10,Promotor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,0,0,1,1
2716,lubelskie,5-25 Ha,Borowki,9,Promotor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,0,0,1,1
2716,lubelskie,5-25 Ha,Porzeczki,6,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2716,lubelskie,5-25 Ha,Maliny,2,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2716,lubelskie,5-25 Ha,Aronia,2,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2716,lubelskie,5-25 Ha,Jagody,10,Promotor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,0,0,1,1
2719,lubelskie,100-250 Ha,Jablka,2,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2719,lubelskie,100-250 Ha,Truskawki,2,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2719,lubelskie,100-250 Ha,Sliwki,3,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2719,lubelskie,100-250 Ha,Gruszki,NA,NA,50+,Średnie ogólne,Dyrektor / wicedyrektor,NA,NA,NA,1
2719,lubelskie,100-250 Ha,Wisnie,6,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2719,lubelskie,100-250 Ha,Borowki,1,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
